OBJECTID,ROADNAME,MAP_TYPE,MPWBIKEID,SHAPELEN
602,E ORMSBY AVE,3,614,632.668371847223
603,S 8TH ST,4,615,289.694052433327
604,YORK ST,3,616,240.657321321639
605,N 6TH ST,4,617,239.946827163172
606,S 8TH ST,4,618,310.331843628544
607,ELLISON AVE,3,619,355.823533839435
608,LAMPTON ST,3,620,585.14619556594
609,S 6TH ST,2,621,908.427373364137
610,VERMONT AVE,3,622,811.265984112475
611,YORK ST,3,623,237.825680157059
612,S HANCOCK ST,3,624,256.122605554423
613,S 6TH ST,2,625,244.764873718836
614,GRINSTEAD DR,4,626,457.518800296226
615,W MADISON ST,3,627,784.067199806598
616,LAMPTON ST,3,628,379.783115970506
617,SPRATT ST,3,630,391.481328310115
618,LAMPTON ST,3,631,84.7678070515972
619,S 6TH ST,4,632,132.832017813693
620,S HANCOCK ST,3,633,238.939951669152
621,N 6TH ST,2,634,407.97567514059
622,W CHESTNUT ST,2,636,477.590535027679
623,SWAN ST,3,637,379.476840721174
624,S 6TH ST,4,638,418.052931822948
625,VERMONT AVE,3,639,979.213953026919
626,YORK ST,3,640,485.844128839334
627,S HANCOCK ST,3,641,254.568290981394
628,S 8TH ST,4,642,480.262979680333
629,SWAN ST,3,643,400.258956054186
630,S 6TH ST,2,644,170.033216299025
631,W ORMSBY AVE,3,645,229.18342539398
632,S 1ST ST,4,646,666.020830116613
633,HICKORY ST,3,647,328.375833955337
634,W ORMSBY AVE,3,648,479.224060250297
635,SWAN ST,3,649,375.394724490801
636,W MADISON ST,3,650,698.302641133834
637,E MAGNOLIA AVE,4,651,238.440725607921
638,W MARKET ST,2,652,245.952929407299
639,EASTERN PKY,2,653,2344.08572576663
640,N SPRING ST,2,654,1030.17754553753
641,LANNAN PARK,5,655,2250.53444835532
642,LANNAN PARK,5,656,245.274041582748
643,LANNAN PARK,5,657,801.829949182372
644,BIG FOUR BRIDGE,5,658,4517.04364580676
645,BOWMAN FIELD,5,659,2905.87465985714
646,SENECA PARK,5,705,2553.41133788898
647,S BROOK ST,2,706,96.8709144657159
648,S BROOK ST,2,707,430.13517869052
649,ST MATTHEWS AVE,4,708,789.501624270586
650,WILLIS AVE,4,709,231.36898753413
651,RIDGEWAY AVE,4,710,177.591421977304
652,WESTPORT RD,4,711,105.767197372839
653,WESTPORT RD,4,712,1242.2769602901
654,WILLIS AVE,4,713,451.422612270808
655,WESTPORT RD,4,714,408.718629507489
656,WESTPORT RD,4,715,99.739906272643
657,WESTPORT RD,4,716,284.126806615508
658,WESTPORT RD,4,717,472.918791421151
659,BAUER AVE,3,718,747.957678187498
660,BAUER AVE,3,719,526.699495536213
661,MACON AVE,3,720,578.804785335451
662,WILMINGTON AVE,3,721,324.262838030623
663,MACON AVE,3,722,422.875354279862
664,MACON AVE,3,723,401.094925514603
665,MERIDIAN AVE,3,724,401.809495868987
666,MERIDIAN AVE,3,725,397.223707178055
667,MACON AVE,3,726,338.824139452618
668,MACON AVE,3,727,295.452295197715
669,MACON AVE,3,728,373.352940781521
670,MACON AVE,3,729,472.199732159391
671,S SHERRIN AVE,3,730,331.819898336988
672,S SHERRIN AVE,3,731,395.327901830785
673,S SHERRIN AVE,3,732,314.345310049722
674,S SHERRIN AVE,3,733,314.528715762966
675,S SHERRIN AVE,3,734,383.258202414313
676,MACON AVE,3,735,401.186995794054
677,MACON AVE,3,736,377.180099067078
678,MONOHAN DR,3,737,942.506098505403
679,S SHERRIN AVE,3,738,716.382017729561
680,MONOHAN DR,3,739,1515.82682672269
681,S SHERRIN AVE,3,740,350.829452021224
682,MACON AVE,3,741,319.568531928634
683,MACON AVE,3,742,247.42435844731
684,MACON AVE,3,743,352.205133283611
685,MACON AVE,3,744,377.027793798331
686,MACON AVE,3,745,359.992231409589
687,HYCLIFFE AVE,3,746,144.69034795851
688,HILLSBORO RD,3,747,217.991215756068
689,ALTON RD,3,748,335.608267986226
690,HILLSBORO RD,3,749,449.823777215806
691,ALTON RD,3,750,1278.63967419931
692,HILLSBORO RD,3,751,156.826296587718
693,ALTON RD,3,752,459.302032969997
694,HILLSBORO RD,3,753,841.212204592898
695,HILLSBORO RD,3,754,900.556176171538
696,NORBOURNE BLVD,3,755,499.64294323588
697,NORBOURNE BLVD,3,756,727.546675607922
698,NORBOURNE BLVD,3,757,315.124044005377
699,NORBOURNE BLVD,3,758,630.867177221184
700,NORBOURNE BLVD,3,759,590.360698447854
701,NANZ AVE,3,760,435.730358387053
702,NANZ AVE,3,761,440.913701074818
703,NANZ AVE,3,762,474.306552939917
704,NANZ AVE,3,763,311.91981955618
705,CANTERBURY LN,3,764,417.975937115935
706,NANZ AVE,3,765,521.289986568257
707,NANZ AVE,3,766,861.428213777067
708,CANTERBURY LN,3,767,208.307584947233
709,NANZ AVE,3,768,1466.30584993123
710,CANTERBURY LN,3,769,267.395223413438
711,NANZ AVE,3,770,309.421346019611
712,HUNTINGTON RD,3,771,365.242665817149
713,ALDEN RD,3,772,649.093841130556
714,OLD CANNONS LN,3,773,147.554332218319
715,ALDEN RD,3,774,392.913131689358
716,OLD CANNONS LN,3,775,927.156457977232
717,OLD CANNONS LN,3,776,341.094279441286
718,PARK HILLS DR,3,777,869.347310289768
719,PARK HILLS DR,3,778,425.969173740863
720,SENECA PARK RD,3,779,879.464432877789
721,S 4TH ST,2,780,2062.91771758537
722,DELOR AVE,3,781,82.4348764754129
723,DELOR AVE,3,782,207.383606492276
724,DELOR AVE,3,783,352.911323853675
725,DELOR AVE,3,784,409.907835732128
726,DELOR AVE,3,785,336.204109499624
727,DELOR AVE,3,786,298.968993481122
728,DELOR AVE,3,787,415.457115059204
729,DELOR AVE,3,788,370.132270189247
730,DELOR AVE,3,789,703.041332615249
731,THRUSTON AVE,3,790,646.65048090461
732,THRUSTON AVE,3,791,350.025877639419
733,THRUSTON AVE,3,792,249.45011299646
734,THRUSTON AVE,3,793,304.766529748962
735,THRUSTON AVE,3,794,381.007210542841
736,THRUSTON AVE,3,795,699.071893975393
737,THRUSTON AVE,3,796,101.131718242974
738,THRUSTON AVE,3,797,304.692821894199
739,PINDELL AVE,3,798,547.878648172525
740,PINDELL AVE,3,799,1095.61796246918
741,PINDELL AVE,3,800,758.608157336556
742,S 13TH ST,2,801,262.93872343534
743,S 13TH ST,2,802,257.737737520501
744,S 12TH ST,2,803,1504.01061426581
745,S 13TH ST,2,804,401.422249999868
746,S 12TH ST,2,805,476.0896783114
747,12TH STREET CONNECTOR,2,806,464.309472550827
748,S 13TH ST,2,807,284.988355084105
749,12TH STREET CONNECTOR,2,808,485.761042219253
750,S 13TH ST,2,809,225.735620790226
751,S 12TH ST,2,810,482.709781895459
752,S 13TH ST,2,811,218.690552474193
753,S 13TH ST,2,812,401.088318231767
754,S 13TH ST,2,813,255.741302838268
755,12TH STREET CONNECTOR,2,814,246.922875152219
756,W KENTUCKY ST,2,815,526.543164039812
757,W KENTUCKY ST,2,816,505.430113989426
758,W KENTUCKY ST,2,817,888.959201751817
759,S 7TH ST,4,818,256.504514610485
760,N 7TH ST,4,819,293.012613453938
761,S 7TH ST,4,820,254.509657522772
762,S 7TH ST,4,821,265.810300529911
763,S 7TH ST,4,822,244.98414517506
764,N 7TH ST,4,823,241.729610895012
765,EVERETT AVE,3,824,819.287143782521
766,EVERETT AVE,3,825,317.63856870348
767,EVERETT AVE,3,826,871.885405223548
768,EVERETT AVE,3,827,547.811674012326
769,EVERETT AVE,3,828,431.940505646483
770,EVERETT AVE,3,829,659.733558186502
771,BONNYCASTLE AVE,3,830,859.326531460599
772,BONNYCASTLE AVE,3,831,246.299004125154
773,SHADY LN,3,832,739.182116122401
774,BONNYCASTLE AVE,3,833,341.741889185735
775,BONNYCASTLE AVE,3,834,36.3049123952476
776,BONNYCASTLE AVE,3,835,547.016675795911
777,BONNYCASTLE AVE,3,836,274.191105752272
778,SHADY LN,3,837,544.526092348816
779,BONNYCASTLE AVE,3,838,682.131944249052
780,BONNYCASTLE AVE,3,839,485.462113008154
781,BONNYCASTLE AVE,3,840,245.661228836785
782,FERNWOOD AVE,3,841,189.855935191475
783,FERNWOOD AVE,3,842,108.681078623506
784,FERNWOOD AVE,3,843,236.203696224235
785,ROSEDALE AVE,3,844,413.292290403875
786,FERNWOOD AVE,3,845,335.18312417201
787,FERNWOOD AVE,3,846,442.238289054038
788,FERNWOOD AVE,3,847,44.1918337925313
789,FERNWOOD AVE,3,848,244.509712715923
790,FERNWOOD AVE,3,849,215.969384504761
791,FERNWOOD AVE,3,850,224.411188259741
792,FERNWOOD AVE,3,851,261.515635403949
793,FERNWOOD AVE,3,852,136.7130808631
794,ROANOKE AVE,3,853,425.362321880586
795,PRINCETON DR,3,854,834.852754721721
796,BOULEVARD NAPOLEON,3,855,375.811798060611
797,BOULEVARD NAPOLEON,3,856,375.3160126383
798,BOULEVARD NAPOLEON,3,857,373.637438709457
799,DUKER AVE,3,858,967.054149286105
800,BONNYCASTLE AVE,3,859,738.936985835971
801,W ORMSBY AVE,3,860,720.167477204428
802,W ORMSBY AVE,3,861,701.043117736922
803,N 4TH ST,4,862,758.848861987347
804,TAYLOR AVE,3,863,435.40842618194
805,TAYLOR AVE,3,864,436.695674544128
806,TAYLOR AVE,3,865,272.69703861145
807,TAYLOR AVE,3,866,831.027110210151
808,TAYLOR AVE,3,867,424.476889079348
809,TAYLOR AVE,3,868,537.931152694969
810,TAYLOR AVE,3,869,457.434313105409
811,TAYLOR AVE,3,870,437.554466909775
812,TAYLOR AVE,3,871,315.521385779889
813,W KENTUCKY ST,3,872,690.474890077168
814,W KENTUCKY ST,3,873,807.606355886598
815,W KENTUCKY ST,3,874,600.044434374326
816,W KENTUCKY ST,3,875,506.716840536558
817,W KENTUCKY ST,3,876,479.365048755082
818,GREENWOOD AVE,3,877,600.195527167329
819,GREENWOOD AVE,3,878,690.334008602298
820,GREENWOOD AVE,3,879,748.320802455932
821,GREENWOOD AVE,3,880,480.188217865842
822,GREENWOOD AVE,3,881,488.611997235359
823,W MAGNOLIA AVE,3,882,418.147278308136
824,W MAGNOLIA AVE,3,883,410.980157158266
825,S 11TH ST,3,884,441.146195038368
826,W MAGNOLIA AVE,3,885,614.226631800725
827,S 11TH ST,3,886,462.631497617013
828,W MAGNOLIA AVE,3,887,478.826270113662
829,W MAGNOLIA AVE,3,888,402.799430221272
830,S 11TH ST,3,889,419.420643585187
831,W ORMSBY AVE,3,890,760.375068642014
832,W JEFFERSON ST,2,891,215.790399076661
833,W JEFFERSON ST,2,892,218.858230341172
834,W JEFFERSON ST,2,893,380.782509931553
835,W JEFFERSON ST,2,894,154.695684761092
836,W JEFFERSON ST,2,895,949.568923525843
837,W JEFFERSON ST,2,896,478.623389282567
838,W JEFFERSON ST,2,897,480.577999929286
839,W JEFFERSON ST,2,898,480.884802031084
840,W JEFFERSON ST,2,899,321.855560985795
841,W JEFFERSON ST,2,900,480.717492941552
842,W JEFFERSON ST,2,901,485.870493238353
843,W JEFFERSON ST,2,902,629.503359280833
844,W JEFFERSON ST,2,903,264.061521450068
845,W JEFFERSON ST,2,904,162.503305927501
846,W JEFFERSON ST,2,905,677.504249362286
847,E BURNETT AVE,2,906,589.410411052118
848,E HILL ST,2,907,818.158812166875
849,E HILL ST,2,908,480.620500643544
850,E HILL ST,2,909,597.825357045097
851,W KENTUCKY ST,3,910,549.449772468934
852,W KENTUCKY ST,3,911,304.051734780985
853,W KENTUCKY ST,3,912,230.612536650711
854,W KENTUCKY ST,3,913,276.66642851803
855,PRENTICE ST,3,914,339.047141311307
856,PRENTICE ST,3,915,227.210384809396
857,S 17TH ST,3,917,365.594091473851
858,S 26TH ST,4,918,276.472973620716
859,S 26TH ST,4,919,67.7741721285042
860,DUNCAN ST,3,920,322.42552195295
861,DUNCAN ST,3,921,187.272341922057
862,DUNCAN ST,3,922,438.814928699257
863,DUNCAN ST,3,923,394.730486087274
864,DUNCAN ST,3,924,272.030919485735
865,DUNCAN ST,3,925,290.732091823984
866,DUNCAN ST,3,926,351.539227390402
867,DUNCAN ST,3,927,529.331867559084
868,DUNCAN ST,3,928,382.819829592537
869,DUNCAN ST,3,929,415.51232474638
870,DUNCAN ST,3,930,328.639514086694
871,DUNCAN ST,3,931,380.187645588226
872,DUNCAN ST,3,932,318.255535170448
873,DUNCAN ST,3,933,259.941196719138
874,DUNCAN ST,3,934,306.875445737535
875,DUNCAN ST,3,935,250.585216959013
876,DUNCAN ST,3,936,307.274627843532
877,W ORMSBY AVE,3,937,188.837592646611
878,W ORMSBY AVE,3,938,555.649260416929
879,W ORMSBY AVE,3,939,291.099145556156
880,W ORMSBY AVE,3,940,257.116090619377
881,W ORMSBY AVE,3,941,223.089311676655
882,W ORMSBY AVE,3,942,480.218375761045
883,W ORMSBY AVE,3,943,912.234105495362
884,W ORMSBY AVE,3,944,1061.62236403217
885,W ORMSBY AVE,3,945,559.891606751665
886,MULBERRY ST,3,946,703.831983991906
887,MULBERRY ST,3,947,561.735320220933
888,MULBERRY ST,3,948,663.881179556866
889,E WASHINGTON ST,3,949,538.539152209465
890,E WASHINGTON ST,3,950,473.647338876853
891,E WASHINGTON ST,3,951,586.168026541203
892,E WASHINGTON ST,3,952,672.212692838495
893,E WASHINGTON ST,3,953,384.4365831968
894,E WASHINGTON ST,3,954,584.391022271993
895,E WASHINGTON ST,3,955,530.534773654122
896,E WASHINGTON ST,3,956,584.863220154794
897,PAYNE ST,3,957,634.169647365822
898,PAYNE ST,3,958,566.640956963818
899,PAYNE ST,3,959,561.965384620434
900,PAYNE ST,3,960,1136.83304334552
901,PAYNE ST,3,961,594.67959463878
902,PAYNE ST,3,962,345.056700682204
903,PAYNE ST,3,963,218.953083230726
904,RUBEL AVE,3,964,343.28490367118
905,RUBEL AVE,3,965,276.551623933882
906,ST ANTHONY PL,3,966,314.210071825147
907,ST ANTHONY PL,3,967,284.437967973874
908,EDWARD ST,3,968,283.108492571032
909,EDWARD ST,3,969,300.581036876605
910,EDWARD ST,3,970,368.047774095804
911,EDWARD ST,3,971,282.491481432057
912,EDWARD ST,3,972,403.516851891439
913,EDWARD ST,3,973,413.560887781082
914,RUFER AVE,3,974,564.02521083733
915,RUFER AVE,3,975,279.800898378499
916,RUFER AVE,3,976,79.2755240914414
917,JULIA AVE,3,977,457.021824072171
918,JULIA AVE,3,978,384.155959146505
919,S SHELBY ST,3,979,95.4702608971474
920,S SHELBY ST,3,980,186.769106328738
921,S SHELBY ST,3,981,275.622443232848
922,S SHELBY ST,4,982,86.9727358132888
923,MERIWETHER AVE,3,983,407.40337707786
924,MERIWETHER AVE,3,984,414.413824422702
925,MERIWETHER AVE,3,985,698.195700723602
926,MERIWETHER AVE,3,986,708.121583734146
927,HIGHLAND AVE,3,987,486.221362967241
928,HIGHLAND AVE,3,988,256.803736492416
929,HIGHLAND AVE,3,989,226.98180769009
930,HIGHLAND AVE,3,990,573.789376608157
931,HIGHLAND AVE,3,991,236.084920001892
932,HIGHLAND AVE,3,992,243.346433186815
933,HIGHLAND AVE,3,993,565.2645745464
934,HIGHLAND AVE,3,994,278.538328945207
935,HIGHLAND AVE,3,995,276.485123597747
936,HIGHLAND AVE,3,996,1184.67611701063
937,SCHILLER AVE,3,997,169.513463982254
938,FERNWOOD AVE,3,998,50.4652300513181
939,FERNWOOD AVE,3,999,176.704029061185
940,FERNWOOD AVE,3,1000,156.328034952691
941,AMY AVE,3,1001,398.839794955733
942,AMY AVE,3,1002,418.859203779803
943,AMY AVE,3,1003,403.641715878182
944,HERMAN ST,3,1004,387.247466843451
945,S 38TH ST,3,1005,366.048761018672
946,N 38TH ST,3,1006,663.069651903332
947,N 38TH ST,3,1007,54.576011398125
948,S 38TH ST,3,1008,649.777075200267
949,S 38TH ST,3,1009,369.606714963156
950,S 19TH ST,3,1010,46.9002326907479
951,S FLOYD ST,2,1011,1474.73354529531
952,LOUISVILLE LOOP,5,1012,271.407855368193
953,LOUISVILLE LOOP,5,1013,3577.92039648318
954,LOUISVILLE LOOP,5,1014,7321.11447573634
955,LOUISVILLE LOOP,5,1015,2134.21287540757
956,LOUISVILLE LOOP,5,1016,2885.56077146834
957,LOUISVILLE LOOP,5,1017,1642.33610232353
958,LOUISVILLE LOOP,5,1018,2822.60777044811
959,LOUISVILLE LOOP,5,1019,1733.77665129635
960,LOUISVILLE LOOP,5,1020,35392.9352954021
961,LOUISVILLE LOOP,5,1021,3546.92947378533
962,LOUISVILLE LOOP,5,1022,9817.47025511002
963,LOUISVILLE LOOP,5,1023,14037.1320617424
964,LOUISVILLE LOOP,5,1024,5458.12565492515
965,LOUISVILLE LOOP,5,1025,7081.34593956296
966,LOUISVILLE LOOP,5,1026,11631.4122566804
967,LOUISVILLE LOOP,5,1027,435.077070422588
968,LOUISVILLE LOOP,5,1028,9871.79157026941
969,LOUISVILLE LOOP,5,1029,1021.95135503945
970,LOUISVILLE LOOP,5,1030,8634.32178342804
971,LOUISVILLE LOOP,5,1031,63872.5466472145
972,LOUISVILLE LOOP,5,1032,29022.673975088
973,S 32ND ST,3,1033,520.258693786729
974,S 32ND ST,3,1034,227.799337822981
975,S 32ND ST,3,1035,306.039895950952
976,DEL PARK TER,3,1036,791.259740765273
977,DIXIE HWY,3,1037,131.962791310907
